timestamp,latitude,longitude,speed_kmh
2022-03-29 07:06:25,27.6690183,85.321955,22
2022-03-29 07:06:31,27.66933,85.3220133,22
2022-03-29 07:06:34,27.669505,85.3219799,24
2022-03-29 07:06:39,27.6698016,85.321755,23
2022-03-29 07:06:47,27.67009,85.32146,13
2022-03-29 07:06:49,27.67013,85.3213783,9
2022-03-29 07:06:50,27.670125,85.3213616,7
2022-03-29 07:06:55,27.6701416,85.3212883,9
2022-03-29 07:07:01,27.6702666,85.3210233,19
2022-03-29 07:07:07,27.6704366,85.3206499,22
2022-03-29 07:07:22,27.6709466,85.3197483,23
2022-03-29 07:07:37,27.6714133,85.3188433,24
2022-03-29 07:07:51,27.6717033,85.3178799,22
2022-03-29 07:08:05,27.6719233,85.3168266,30
2022-03-29 07:08:11,27.6720333,85.316315,28
2022-03-29 07:08:18,27.6721,85.3158733,18
2022-03-29 07:08:23,27.672135,85.3156966,4
2022-03-29 07:08:29,27.6721466,85.3155883,14
2022-03-29 07:08:35,27.6722233,85.3152449,25
2022-03-29 07:08:48,27.6724483,85.3144116,12
2022-03-29 07:08:51,27.6724683,85.3143866,0
2022-03-29 07:09:11,27.6725516,85.3144766,0
2022-03-29 07:09:31,27.6725516,85.3144766,0
2022-03-29 07:09:51,27.672585,85.3142666,11
2022-03-29 07:09:56,27.672615,85.3141116,0
2022-03-29 07:10:08,27.67263,85.3140033,8
2022-03-29 07:10:13,27.6726816,85.3137716,18
2022-03-29 07:10:19,27.6727649,85.3134816,17
2022-03-29 07:10:22,27.6728633,85.3133966,16
2022-03-29 07:10:24,27.6729366,85.31339,15
2022-03-29 07:10:26,27.6730083,85.3134316,16
2022-03-29 07:10:28,27.673065,85.3135116,18
2022-03-29 07:10:40,27.6733816,85.314105,21
2022-03-29 07:10:44,27.6736033,85.31419,25
2022-03-29 07:10:57,27.6744599,85.314505,21
2022-03-29 07:11:06,27.6748583,85.3148533,25
2022-03-29 07:11:27,27.675885,85.3157083,16
2022-03-29 07:11:31,27.67596,85.3157816,6
2022-03-29 07:11:51,27.67626,85.3158816,0
2022-03-29 07:12:11,27.6762616,85.3158833,0
2022-03-29 07:12:31,27.6762616,85.3158833,0
2022-03-29 07:12:38,27.676345,85.3159583,10
2022-03-29 07:12:45,27.676605,85.3161066,20
2022-03-29 07:12:57,27.6773733,85.316345,26
2022-03-29 07:13:12,27.67825,85.3164016,21
2022-03-29 07:13:16,27.67838,85.3164433,7
2022-03-29 07:13:21,27.678425,85.3164499,9
2022-03-29 07:13:27,27.6786383,85.316525,20
2022-03-29 07:13:34,27.67908,85.3167316,30
2022-03-29 07:13:46,27.6799566,85.3170583,29
2022-03-29 07:13:59,27.6808216,85.3174066,24
2022-03-29 07:14:02,27.68094,85.3174583,13
2022-03-29 07:14:05,27.6809816,85.31746,0
2022-03-29 07:14:20,27.6810616,85.3174883,10
2022-03-29 07:14:23,27.6811733,85.3175533,20
2022-03-29 07:14:37,27.68202,85.3179199,26
2022-03-29 07:14:50,27.682855,85.318475,31
2022-03-29 07:14:56,27.68332,85.3187316,35
2022-03-29 07:15:06,27.6842616,85.3186916,37
2022-03-29 07:15:13,27.6848916,85.3185316,35
2022-03-29 07:15:24,27.6856933,85.3179583,32
2022-03-29 07:15:35,27.68652,85.3174016,32
2022-03-29 07:15:48,27.6873133,85.3168816,26
2022-03-29 07:15:58,27.6878066,85.316395,24
2022-03-29 07:16:02,27.6878833,85.3162383,14
2022-03-29 07:16:05,27.687895,85.3162099,7
2022-03-29 07:16:25,27.6879033,85.31622,0
2022-03-29 07:16:43,27.68794,85.3161933,0
2022-03-29 07:16:46,27.6879933,85.3161583,10
2022-03-29 07:16:58,27.6884383,85.3160216,18
2022-03-29 07:17:02,27.6886466,85.3160799,23
2022-03-29 07:17:14,27.6894066,85.3167433,32
2022-03-29 07:17:26,27.6901483,85.3173783,28
2022-03-29 07:17:30,27.6903833,85.3175233,27
2022-03-29 07:17:33,27.6905866,85.3175133,26
2022-03-29 07:17:35,27.6906583,85.3174133,20
2022-03-29 07:17:37,27.6906933,85.3172733,22
2022-03-29 07:17:44,27.6909533,85.3168733,10
2022-03-29 07:17:51,27.69112,85.31671,21
2022-03-29 07:17:57,27.6914216,85.316425,31
2022-03-29 07:18:10,27.6921316,85.31571,26
2022-03-29 07:18:23,27.6928033,85.3150083,27
