timestamp,latitude,longitude,speed_kmh
2022-03-28 10:48:15,27.7342233,85.3304116,0
2022-03-28 10:48:27,27.7341516,85.3303016,10
2022-03-28 10:48:46,27.7337016,85.3297566,20
2022-03-28 10:48:55,27.7332816,85.3292583,30
2022-03-28 10:49:00,27.73305,85.3289916,19
2022-03-28 10:49:18,27.7324116,85.3282316,19
2022-03-28 10:49:38,27.731835,85.3274949,24
2022-03-28 10:49:54,27.7312016,85.3267533,25
2022-03-28 10:50:04,27.730775,85.326245,9
2022-03-28 10:50:17,27.7305916,85.3260166,19
2022-03-28 10:50:28,27.730225,85.3255816,10
2022-03-28 10:50:30,27.730215,85.3255666,0
2022-03-28 10:50:36,27.7301883,85.3254949,9
2022-03-28 10:50:39,27.7301133,85.3254083,6
2022-03-28 10:50:42,27.7300233,85.325275,17
2022-03-28 10:50:47,27.729865,85.32512,9
2022-03-28 10:50:58,27.72959,85.3249966,19
2022-03-28 10:51:05,27.72914,85.324975,29
2022-03-28 10:51:10,27.7287516,85.3250116,29
2022-03-28 10:51:15,27.7284366,85.3250033,21
2022-03-28 10:51:18,27.7282883,85.3248749,24
2022-03-28 10:51:20,27.7282283,85.3247483,21
2022-03-28 10:51:22,27.7282033,85.3245466,29
2022-03-28 10:51:28,27.7280783,85.3240583,23
2022-03-28 10:51:31,27.7278616,85.3239383,23
2022-03-28 10:51:37,27.727395,85.32373,34
2022-03-28 10:51:48,27.7264883,85.3233299,30
2022-03-28 10:51:55,27.7260933,85.3231299,17
2022-03-28 10:52:15,27.7252416,85.3227766,26
2022-03-28 10:52:28,27.7243683,85.322355,29
2022-03-28 10:52:39,27.7235483,85.321835,37
2022-03-28 10:52:39,27.7235483,85.321835,37
2022-03-28 10:52:48,27.7227866,85.3212433,32
2022-03-28 10:53:00,27.7220133,85.3205933,36
2022-03-28 10:53:09,27.7212383,85.3200333,36
2022-03-28 10:53:13,27.72097,85.3198933,26
2022-03-28 10:53:19,27.7207483,85.3196683,14
2022-03-28 10:53:28,27.7206333,85.3195483,4
2022-03-28 10:53:35,27.7204883,85.3194316,16
2022-03-28 10:53:47,27.7199916,85.3189449,26
2022-03-28 10:53:59,27.7194416,85.3184466,15
2022-03-28 10:54:07,27.719265,85.3182766,4
2022-03-28 10:54:27,27.7192483,85.318265,0
2022-03-28 10:54:47,27.7192483,85.318265,0
2022-03-28 10:55:00,27.7191933,85.31814,11
2022-03-28 10:55:20,27.71847,85.3174999,22
2022-03-28 10:55:35,27.7177833,85.316835,24
2022-03-28 10:55:42,27.717495,85.316535,12
2022-03-28 10:55:51,27.7173183,85.31637,0
2022-03-28 10:56:05,27.717165,85.316195,10
2022-03-28 10:56:10,27.7169933,85.3160683,20
2022-03-28 10:56:17,27.7166633,85.3160033,10
2022-03-28 10:56:37,27.7161,85.3158749,12
2022-03-28 10:56:46,27.7157383,85.3157816,12
2022-03-28 10:56:51,27.7155683,85.3157483,12
2022-03-28 10:56:55,27.7154083,85.315765,12
2022-03-28 10:57:02,27.715295,85.3157599,0
2022-03-28 10:57:19,27.7151616,85.3157566,10
2022-03-28 10:57:39,27.714405,85.315605,16
2022-03-28 10:57:47,27.7141166,85.3155516,6
2022-03-28 10:57:58,27.7138616,85.3154866,6
2022-03-28 10:58:11,27.7136899,85.3154183,17
2022-03-28 10:58:16,27.7133983,85.3153349,27
2022-03-28 10:58:23,27.7128333,85.31522,39
2022-03-28 10:58:27,27.7123583,85.315175,29
2022-03-28 10:58:41,27.7114633,85.315015,22
2022-03-28 10:58:58,27.71052,85.3148716,25
2022-03-28 10:59:12,27.7096083,85.314765,22
2022-03-28 10:59:19,27.7093533,85.314695,11
2022-03-28 10:59:22,27.70931,85.31468,0
2022-03-28 10:59:28,27.7091716,85.3146299,8
2022-03-28 10:59:31,27.7091166,85.3145966,7
2022-03-28 10:59:33,27.7090783,85.3145833,8
2022-03-28 10:59:40,27.7088666,85.3146066,8
2022-03-28 10:59:47,27.7087966,85.3147733,13
2022-03-28 10:59:52,27.7088233,85.3149383,0
2022-03-28 11:00:12,27.7088216,85.3149399,0
2022-03-28 11:00:32,27.7088716,85.3153033,4
2022-03-28 11:00:39,27.70894,85.315435,16
2022-03-28 11:00:59,27.7091283,85.3162516,13
2022-03-28 11:01:05,27.709165,85.3164616,0
2022-03-28 11:01:16,27.7092333,85.3166833,11
2022-03-28 11:01:23,27.7093,85.3169016,14
2022-03-28 11:01:25,27.7092766,85.3169816,14
2022-03-28 11:01:27,27.709225,85.3170283,10
2022-03-28 11:01:28,27.70919,85.3170383,12
2022-03-28 11:01:33,27.7089566,85.31701,21
2022-03-28 11:01:42,27.7083233,85.3169799,25
2022-03-28 11:01:45,27.708145,85.3168933,21
