timestamp,latitude,longitude,speed_kmh
2022-03-25 14:15:15,27.6910516,85.3167999,10
2022-03-25 14:15:20,27.69089,85.31697,20
2022-03-25 14:15:23,27.6907966,85.3171633,29
2022-03-25 14:15:28,27.6907216,85.3175183,19
2022-03-25 14:15:30,27.69066,85.3175799,15
2022-03-25 14:15:32,27.6905916,85.317605,13
2022-03-25 14:15:40,27.690245,85.317605,20
2022-03-25 14:15:43,27.6901633,85.3175766,4
2022-03-25 14:16:03,27.6901483,85.3175683,0
2022-03-25 14:16:07,27.6900766,85.3174983,10
2022-03-25 14:16:10,27.68997,85.3173816,20
2022-03-25 14:16:21,27.6893933,85.3168433,30
2022-03-25 14:16:32,27.6886583,85.3162016,36
2022-03-25 14:16:35,27.68846,85.316115,24
2022-03-25 14:16:38,27.6883216,85.3161316,18
2022-03-25 14:16:44,27.6879666,85.3162816,25
2022-03-25 14:16:56,27.68745,85.3167566,12
2022-03-25 14:16:59,27.6874199,85.3167583,0
2022-03-25 14:17:19,27.687425,85.3167466,0
2022-03-25 14:17:37,27.6873333,85.3168116,12
2022-03-25 14:17:44,27.6870516,85.3170466,24
2022-03-25 14:17:56,27.6863066,85.3176,34
2022-03-25 14:18:08,27.6854916,85.3181066,28
2022-03-25 14:18:21,27.6846616,85.3185783,28
2022-03-25 14:18:34,27.683765,85.31873,24
2022-03-25 14:18:42,27.6832166,85.3187016,30
2022-03-25 14:18:52,27.6826216,85.31828,19
2022-03-25 14:18:55,27.6825383,85.3182233,7
2022-03-25 14:19:07,27.68244,85.3181166,17
2022-03-25 14:19:12,27.6821833,85.3179716,27
2022-03-25 14:19:18,27.6817066,85.3177999,37
2022-03-25 14:19:23,27.6811483,85.3176333,27
2022-03-25 14:19:25,27.6810666,85.317635,22
2022-03-25 14:19:27,27.6810716,85.3176466,0
2022-03-25 14:19:47,27.6810733,85.3176483,0
2022-03-25 14:19:52,27.680985,85.317605,11
2022-03-25 14:20:12,27.6803583,85.31727,6
2022-03-25 14:20:32,27.6803166,85.3172766,0
2022-03-25 14:20:35,27.6802516,85.3172633,11
2022-03-25 14:20:43,27.6799299,85.3171133,22
2022-03-25 14:20:57,27.6790516,85.3167083,30
2022-03-25 14:21:10,27.6781783,85.3163166,19
2022-03-25 14:21:16,27.6779616,85.3162566,8
2022-03-25 14:21:36,27.6778866,85.3162316,0
2022-03-25 14:21:56,27.6778866,85.3162316,0
2022-03-25 14:22:16,27.6778033,85.3162666,9
2022-03-25 14:22:36,27.6771,85.3162883,12
2022-03-25 14:22:56,27.6766,85.3160366,18
2022-03-25 14:23:06,27.6762266,85.3158466,5
2022-03-25 14:23:19,27.67618,85.315865,6
2022-03-25 14:23:21,27.676155,85.3158783,7
2022-03-25 14:23:41,27.6758066,85.31575,7
2022-03-25 14:23:54,27.6755266,85.31551,10
2022-03-25 14:24:14,27.6749166,85.31487,19
2022-03-25 14:24:26,27.6743933,85.3144633,30
2022-03-25 14:24:41,27.6735033,85.3141483,22
2022-03-25 14:24:54,27.6728516,85.3138333,19
2022-03-25 14:24:57,27.6727116,85.3138716,15
2022-03-25 14:24:59,27.6726599,85.31393,12
2022-03-25 14:25:00,27.6726466,85.31397,17
2022-03-25 14:25:20,27.6724233,85.3148433,18
2022-03-25 14:25:36,27.6722216,85.3156633,10
2022-03-25 14:25:39,27.672185,85.3156816,0
2022-03-25 14:25:59,27.6721766,85.3156833,0
2022-03-25 14:26:05,27.6722083,85.315645,6
2022-03-25 14:26:20,27.6722016,85.3157483,9
2022-03-25 14:26:26,27.6721483,85.3160866,20
2022-03-25 14:26:30,27.6720916,85.3163733,30
2022-03-25 14:26:42,27.671905,85.317435,30
2022-03-25 14:26:47,27.671845,85.317745,17
2022-03-25 14:26:51,27.6718466,85.31784,7
2022-03-25 14:27:11,27.6717366,85.3181916,11
2022-03-25 14:27:16,27.67171,85.3182999,0
2022-03-25 14:27:36,27.671605,85.3186416,6
2022-03-25 14:27:56,27.6715333,85.3188566,0
2022-03-25 14:27:59,27.6714883,85.3189266,12
2022-03-25 14:28:19,27.6711833,85.31948,8
2022-03-25 14:28:33,27.6709516,85.3199349,19
2022-03-25 14:28:50,27.6705233,85.3208783,15
2022-03-25 14:28:58,27.6702966,85.3212783,25
2022-03-25 14:29:10,27.6698416,85.32194,21
2022-03-25 14:29:13,27.66973,85.3219916,9
2022-03-25 14:29:18,27.6696933,85.3219916,7
2022-03-25 14:29:25,27.6694616,85.321995,17
2022-03-25 14:29:29,27.6692733,85.3219666,20
2022-03-25 14:29:42,27.6685783,85.32173,10
2022-03-25 14:29:45,27.6685366,85.3217283,0
2022-03-25 14:30:01,27.6683933,85.3217366,10
2022-03-25 14:30:06,27.6682016,85.3217916,20
2022-03-25 14:30:21,27.6673616,85.3222799,28
2022-03-25 14:30:28,27.6670716,85.3226016,19
2022-03-25 14:30:32,27.6670116,85.3226883,6
2022-03-25 14:30:41,27.6669683,85.3228483,8
2022-03-25 14:30:43,27.6669516,85.3228583,7
2022-03-25 14:30:45,27.6669166,85.3228316,7
2022-03-25 14:30:56,27.6669166,85.3226716,6
2022-03-25 14:30:58,27.6669466,85.3226233,10
2022-03-25 14:31:04,27.6671,85.3224183,20
2022-03-25 14:31:21,27.6678483,85.3218116,19
2022-03-25 14:31:22,27.6678733,85.3217966,12
2022-03-25 14:31:24,27.6678833,85.3217916,0
2022-03-25 14:31:44,27.6678866,85.3217883,0
2022-03-25 14:32:04,27.6678866,85.3217883,0
2022-03-25 14:32:22,27.6680883,85.3217733,11
2022-03-25 14:32:29,27.6682816,85.3216933,10
2022-03-25 14:32:36,27.6684366,85.3216333,0
2022-03-25 14:32:43,27.6685266,85.32165,7
2022-03-25 14:32:45,27.6685883,85.3216633,9
2022-03-25 14:32:49,27.668725,85.321705,16
2022-03-25 14:32:59,27.6691533,85.3218366,13
2022-03-25 14:33:02,27.6692466,85.3218666,12
2022-03-25 14:33:06,27.6694033,85.32187,16
2022-03-25 14:33:15,27.669785,85.3217733,19
2022-03-25 14:33:21,27.6700616,85.3214683,26
2022-03-25 14:33:36,27.6705483,85.3205683,24
2022-03-25 14:33:46,27.6707933,85.3200916,11
2022-03-25 14:33:55,27.6709116,85.3199649,7
2022-03-25 14:33:59,27.6709916,85.3198383,17
2022-03-25 14:34:13,27.67126,85.3191316,7
2022-03-25 14:34:32,27.6714616,85.3187533,17
2022-03-25 14:34:50,27.67181,85.3177916,15
2022-03-25 14:35:00,27.6719616,85.3173583,13
2022-03-25 14:35:19,27.67213,85.3163433,17
2022-03-25 14:35:23,27.6721166,85.3162333,9
2022-03-25 14:35:43,27.6721766,85.3154366,10
2022-03-25 14:36:01,27.6723633,85.3147816,20
2022-03-25 14:36:19,27.67265,85.3137616,17
2022-03-25 14:36:24,27.672695,85.3136249,6
2022-03-25 14:36:32,27.67277,85.3134833,7
2022-03-25 14:36:37,27.6728366,85.313395,6
2022-03-25 14:36:47,27.6729599,85.3133649,7
2022-03-25 14:36:54,27.6730483,85.313465,6
2022-03-25 14:37:09,27.6733333,85.3139266,15
2022-03-25 14:37:14,27.6734966,85.3140583,14
2022-03-25 14:37:34,27.6743033,85.31432,19
2022-03-25 14:37:42,27.674605,85.3144433,8
2022-03-25 14:37:43,27.674625,85.3144566,8
2022-03-25 14:37:47,27.674735,85.31459,18
2022-03-25 14:38:03,27.6754266,85.3153116,23
2022-03-25 14:38:06,27.675525,85.3153783,11
2022-03-25 14:38:07,27.6755333,85.315375,7
2022-03-25 14:38:16,27.6755683,85.315435,6
2022-03-25 14:38:36,27.6756699,85.3155149,0
2022-03-25 14:38:43,27.6757333,85.3155216,7
2022-03-25 14:38:49,27.675855,85.31558,11
2022-03-25 14:39:09,27.6765033,85.3158666,5
2022-03-25 14:39:21,27.676575,85.315915,7
2022-03-25 14:39:24,27.6766833,85.3159633,15
2022-03-25 14:39:38,27.6774583,85.3162266,24
2022-03-25 14:39:45,27.6777833,85.316215,12
2022-03-25 14:39:53,27.6780166,85.3162216,15
2022-03-25 14:40:10,27.6789016,85.3165399,18
2022-03-25 14:40:27,27.6795749,85.316785,8
2022-03-25 14:40:46,27.6796083,85.3168816,6
2022-03-25 14:40:47,27.6796,85.3169033,8
2022-03-25 14:40:52,27.6795566,85.3170133,8
