timestamp,latitude,longitude,speed_kmh
2022-03-27 19:31:18,27.6694633,85.3220066,20
2022-03-27 19:31:25,27.6697599,85.321855,10
2022-03-27 19:31:35,27.6699166,85.3217483,7
2022-03-27 19:31:41,27.6700266,85.321575,16
2022-03-27 19:31:56,27.6705066,85.320705,21
2022-03-27 19:32:05,27.67071,85.3203383,9
2022-03-27 19:32:16,27.6708633,85.3201366,19
2022-03-27 19:32:32,27.67131,85.319205,18
2022-03-27 19:32:50,27.6716983,85.3182266,22
2022-03-27 19:33:06,27.6719416,85.317215,22
2022-03-27 19:33:09,27.67197,85.3170833,9
2022-03-27 19:33:15,27.6720316,85.3168266,20
2022-03-27 19:33:28,27.6721449,85.3159299,30
2022-03-27 19:33:38,27.67236,85.314845,34
2022-03-27 19:33:45,27.6725183,85.3142833,26
2022-03-27 19:34:03,27.6728016,85.3134449,20
2022-03-27 19:34:05,27.6728833,85.3133866,19
2022-03-27 19:34:07,27.6729783,85.313385,18
2022-03-27 19:34:09,27.6730616,85.3134316,18
2022-03-27 19:34:11,27.6731283,85.3135133,21
2022-03-27 19:34:21,27.6735183,85.3141033,28
2022-03-27 19:34:34,27.6744133,85.3144416,22
2022-03-27 19:34:37,27.6745283,85.3144916,10
2022-03-27 19:34:41,27.6745733,85.314535,8
2022-03-27 19:34:58,27.67493,85.3148683,21
2022-03-27 19:35:02,27.675125,85.3151016,31
2022-03-27 19:35:12,27.6757116,85.3157066,17
2022-03-27 19:35:14,27.67577,85.315715,11
2022-03-27 19:35:22,27.6760999,85.3157849,21
2022-03-27 19:35:27,27.6763083,85.3158483,11
2022-03-27 19:35:34,27.6765116,85.3159483,21
2022-03-27 19:35:49,27.6773549,85.3162833,25
2022-03-27 19:35:56,27.6777316,85.3162266,14
2022-03-27 19:36:05,27.6779466,85.316245,7
2022-03-27 19:36:11,27.6781233,85.316305,20
2022-03-27 19:36:16,27.6783516,85.3163416,8
2022-03-27 19:36:30,27.6785716,85.3164,19
2022-03-27 19:36:35,27.678875,85.316505,29
2022-03-27 19:36:45,27.6795099,85.3168216,16
2022-03-27 19:37:05,27.6803066,85.3171316,21
2022-03-27 19:37:16,27.680835,85.3173633,8
2022-03-27 19:37:36,27.6808699,85.3173749,0
2022-03-27 19:37:41,27.680995,85.3174166,10
2022-03-27 19:37:45,27.681145,85.3174933,20
