timestamp,latitude,longitude,speed_kmh
2022-03-25 09:09:32,27.6767483,85.3160283,8
2022-03-25 09:09:36,27.6769016,85.3160899,19
2022-03-25 09:09:43,27.67734,85.316215,26
2022-03-25 09:09:54,27.6779266,85.3162416,15
2022-03-25 09:10:03,27.6782666,85.3163233,5
2022-03-25 09:10:14,27.67842,85.3163766,15
2022-03-25 09:10:26,27.6790533,85.31661,25
2022-03-25 09:10:39,27.6799333,85.3169783,30
2022-03-25 09:10:51,27.6807849,85.3173333,23
2022-03-25 09:10:53,27.6808366,85.3173366,10
2022-03-25 09:10:58,27.6808866,85.3173216,0
2022-03-25 09:11:18,27.68098,85.3173666,0
2022-03-25 09:11:21,27.6810649,85.317415,10
2022-03-25 09:11:41,27.681725,85.31776,8
2022-03-25 09:11:56,27.682205,85.3179366,19
2022-03-25 09:12:12,27.6829983,85.3185133,24
2022-03-25 09:12:15,27.6831349,85.3185683,14
2022-03-25 09:12:18,27.683185,85.3185733,0
2022-03-25 09:12:24,27.6832933,85.318595,12
2022-03-25 09:12:29,27.6835566,85.3186333,22
2022-03-25 09:12:44,27.6844916,85.318535,30
2022-03-25 09:12:49,27.6848933,85.3184533,38
2022-03-25 09:12:53,27.6851866,85.3182616,29
2022-03-25 09:13:07,27.6859933,85.3176999,33
2022-03-25 09:13:16,27.6865816,85.3173166,23
2022-03-25 09:13:30,27.68738,85.3167766,27
2022-03-25 09:13:37,27.6876899,85.3164416,21
2022-03-25 09:13:40,27.6877466,85.3163183,9
2022-03-25 09:14:00,27.6877766,85.31628,0
2022-03-25 09:14:15,27.6878883,85.3161499,11
2022-03-25 09:14:21,27.68816,85.3160316,16
2022-03-25 09:14:29,27.6886483,85.3160499,27
2022-03-25 09:14:33,27.6889616,85.3162533,35
2022-03-25 09:14:43,27.68969,85.3169033,26
2022-03-25 09:14:50,27.6899883,85.3171666,15
2022-03-25 09:15:03,27.6903933,85.3174833,19
2022-03-25 09:15:06,27.6905133,85.3174999,12
2022-03-25 09:15:09,27.6906016,85.31746,12
